insert into car (id, make, model, price) values (1, 'Hyundai', 'Tucson', '39593.49');
insert into car (id, make, model, price) values (365, 'Hyundai', 'Elantra', '22749.13');
insert into car (id, make, model, price) values (366, 'Buick', 'Century', '13700.28');
insert into car (id, make, model, price) values (367, 'Dodge', 'Ram Van B250', '12993.20');
insert into car (id, make, model, price) values (368, 'Mitsubishi', 'Mirage', '93359.89');
insert into car (id, make, model, price) values (369, 'Volvo', '940', '49952.45');
insert into car (id, make, model, price) values (370, 'Bentley', 'Continental GT', '27603.81');
insert into car (id, make, model, price) values (371, 'Buick', 'Skyhawk', '95450.76');
insert into car (id, make, model, price) values (372, 'Pontiac', 'Grand Prix', '15616.61');
insert into car (id, make, model, price) values (373, 'Subaru', 'Impreza', '47141.57');
insert into car (id, make, model, price) values (374, 'Honda', 'Prelude', '19535.47');
insert into car (id, make, model, price) values (375, 'Nissan', 'Frontier', '35500.12');
insert into car (id, make, model, price) values (376, 'Jeep', 'Grand Cherokee', '56154.86');
insert into car (id, make, model, price) values (377, 'Hyundai', 'Elantra', '67580.98');
insert into car (id, make, model, price) values (378, 'Infiniti', 'EX', '45305.43');
insert into car (id, make, model, price) values (379, 'Mercedes-Benz', '500SEL', '42971.46');
insert into car (id, make, model, price) values (380, 'Geo', 'Prizm', '73969.68');
insert into car (id, make, model, price) values (381, 'Dodge', 'Ram 2500', '25153.84');
insert into car (id, make, model, price) values (382, 'Maybach', 'Landaulet', '80587.92');
insert into car (id, make, model, price) values (383, 'Buick', 'Regal', '39374.48');
insert into car (id, make, model, price) values (384, 'Dodge', 'Caliber', '76471.87');
insert into car (id, make, model, price) values (385, 'Chevrolet', 'Corvette', '31975.44');
insert into car (id, make, model, price) values (386, 'Volkswagen', 'Eurovan', '54734.39');
insert into car (id, make, model, price) values (387, 'Buick', 'Skyhawk', '44951.21');
insert into car (id, make, model, price) values (388, 'Dodge', 'Dakota', '80444.54');
insert into car (id, make, model, price) values (389, 'Porsche', '928', '33285.05');
insert into car (id, make, model, price) values (390, 'Chevrolet', 'Caprice', '48231.81');
insert into car (id, make, model, price) values (391, 'Pontiac', 'Grand Prix', '35055.57');
insert into car (id, make, model, price) values (392, 'Dodge', 'Ram 2500 Club', '27968.50');
insert into car (id, make, model, price) values (393, 'GMC', 'Rally Wagon 3500', '68319.09');
insert into car (id, make, model, price) values (394, 'Lamborghini', 'Diablo', '45471.05');
insert into car (id, make, model, price) values (395, 'Maserati', 'Spyder', '29230.09');
insert into car (id, make, model, price) values (396, 'Lexus', 'LS', '40930.89');
insert into car (id, make, model, price) values (397, 'Dodge', 'D350', '22728.75');
insert into car (id, make, model, price) values (398, 'Ford', 'Econoline E150', '44904.39');
insert into car (id, make, model, price) values (399, 'Pontiac', '6000', '22779.48');
insert into car (id, make, model, price) values (400, 'Subaru', 'Legacy', '70910.11');
insert into car (id, make, model, price) values (401, 'Honda', 'Civic', '97493.54');
insert into car (id, make, model, price) values (402, 'Hyundai', 'Azera', '32880.37');
insert into car (id, make, model, price) values (403, 'Mercedes-Benz', 'CL-Class', '38257.50');
insert into car (id, make, model, price) values (404, 'Toyota', 'Tercel', '44518.69');
insert into car (id, make, model, price) values (405, 'Mercury', 'Grand Marquis', '83784.28');
insert into car (id, make, model, price) values (406, 'Jeep', 'Grand Cherokee', '71821.51');
insert into car (id, make, model, price) values (407, 'Acura', 'Integra', '13668.36');
insert into car (id, make, model, price) values (408, 'Plymouth', 'Neon', '72309.17');
insert into car (id, make, model, price) values (409, 'Hyundai', 'Veloster', '81507.34');
insert into car (id, make, model, price) values (410, 'Honda', 'Ridgeline', '57583.37');
insert into car (id, make, model, price) values (411, 'Mazda', '929', '45108.43');
insert into car (id, make, model, price) values (412, 'Nissan', 'Altima', '42740.97');
insert into car (id, make, model, price) values (413, 'Smart', 'Fortwo', '43646.71');
insert into car (id, make, model, price) values (414, 'Land Rover', 'Freelander', '13004.26');
insert into car (id, make, model, price) values (415, 'BMW', 'X5', '71152.65');
insert into car (id, make, model, price) values (416, 'Suzuki', 'Verona', '59159.72');
insert into car (id, make, model, price) values (417, 'Chrysler', 'Sebring', '27532.35');
insert into car (id, make, model, price) values (418, 'Lotus', 'Esprit', '51566.25');
insert into car (id, make, model, price) values (419, 'Mercury', 'Mystique', '81137.78');
insert into car (id, make, model, price) values (420, 'Acura', 'SLX', '46249.52');
insert into car (id, make, model, price) values (421, 'Ford', 'E-Series', '96833.25');
insert into car (id, make, model, price) values (422, 'Nissan', 'Pathfinder', '48208.54');
insert into car (id, make, model, price) values (423, 'Kia', 'Spectra', '81233.36');
insert into car (id, make, model, price) values (424, 'Pontiac', 'Bonneville', '89767.27');
insert into car (id, make, model, price) values (425, 'Chevrolet', 'Express 2500', '96298.13');
insert into car (id, make, model, price) values (426, 'Chevrolet', 'Suburban 2500', '36651.60');
insert into car (id, make, model, price) values (427, 'Dodge', 'Dakota', '27493.10');
insert into car (id, make, model, price) values (428, 'Mazda', 'MX-5', '89925.53');
insert into car (id, make, model, price) values (429, 'Ford', 'Expedition', '11935.66');
insert into car (id, make, model, price) values (430, 'Aston Martin', 'V8 Vantage', '42995.83');
insert into car (id, make, model, price) values (431, 'Dodge', 'Charger', '46572.85');
insert into car (id, make, model, price) values (432, 'Chevrolet', 'G-Series G30', '82686.23');
insert into car (id, make, model, price) values (433, 'Pontiac', 'Grand Prix', '31293.32');
insert into car (id, make, model, price) values (434, 'Kia', 'Sportage', '51135.29');
insert into car (id, make, model, price) values (435, 'Nissan', '300ZX', '64280.98');
insert into car (id, make, model, price) values (436, 'Ford', 'Focus', '34199.86');
insert into car (id, make, model, price) values (437, 'Dodge', 'Omni', '99938.01');
insert into car (id, make, model, price) values (438, 'Audi', 'V8', '26656.60');
insert into car (id, make, model, price) values (439, 'Jaguar', 'X-Type', '19199.39');
insert into car (id, make, model, price) values (440, 'Maybach', '62', '31493.25');
insert into car (id, make, model, price) values (441, 'Suzuki', 'SJ', '81265.45');
insert into car (id, make, model, price) values (442, 'Lincoln', 'MKZ', '67381.97');
insert into car (id, make, model, price) values (443, 'Chevrolet', 'G-Series G30', '98327.88');
insert into car (id, make, model, price) values (444, 'Toyota', 'RAV4', '72016.85');
insert into car (id, make, model, price) values (445, 'Mercury', 'Grand Marquis', '98054.79');
insert into car (id, make, model, price) values (446, 'Kia', 'Sephia', '79982.12');
insert into car (id, make, model, price) values (447, 'Mercury', 'Marquis', '15924.83');
insert into car (id, make, model, price) values (448, 'Infiniti', 'G', '54266.06');
insert into car (id, make, model, price) values (449, 'Cadillac', 'STS', '42617.56');
insert into car (id, make, model, price) values (450, 'Ford', 'Courier', '63909.10');
insert into car (id, make, model, price) values (451, 'Chevrolet', 'Blazer', '91929.80');
insert into car (id, make, model, price) values (452, 'Chevrolet', 'Impala', '26650.63');
insert into car (id, make, model, price) values (453, 'Plymouth', 'Laser', '86720.06');
insert into car (id, make, model, price) values (454, 'Nissan', '200SX', '85162.80');
insert into car (id, make, model, price) values (455, 'Saab', '9-5', '77586.42');
insert into car (id, make, model, price) values (456, 'Ford', 'Aerostar', '98840.72');
insert into car (id, make, model, price) values (457, 'Mercedes-Benz', 'CLS-Class', '38937.86');
insert into car (id, make, model, price) values (458, 'Chevrolet', 'Camaro', '93715.69');
insert into car (id, make, model, price) values (459, 'Honda', 'CR-Z', '11396.94');
insert into car (id, make, model, price) values (460, 'GMC', 'Yukon', '44228.32');
insert into car (id, make, model, price) values (461, 'BMW', 'M5', '28110.98');
insert into car (id, make, model, price) values (462, 'Dodge', 'Ram 2500', '71618.89');
insert into car (id, make, model, price) values (463, 'Pontiac', 'Vibe', '78875.10');
insert into car (id, make, model, price) values (464, 'Toyota', 'Sequoia', '81845.19');
insert into car (id, make, model, price) values (465, 'Porsche', 'Boxster', '20274.81');
insert into car (id, make, model, price) values (466, 'Mitsubishi', 'Truck', '59334.98');
insert into car (id, make, model, price) values (467, 'BMW', 'M3', '97856.10');
insert into car (id, make, model, price) values (468, 'Toyota', 'Tacoma', '34051.69');
insert into car (id, make, model, price) values (469, 'Maserati', 'Spyder', '49076.34');
insert into car (id, make, model, price) values (470, 'Dodge', 'Ram 3500 Club', '89113.79');
insert into car (id, make, model, price) values (471, 'Nissan', 'Sentra', '72784.85');
insert into car (id, make, model, price) values (472, 'BMW', 'M3', '24556.75');
insert into car (id, make, model, price) values (473, 'Lexus', 'LS Hybrid', '51141.25');
insert into car (id, make, model, price) values (474, 'Audi', 'Coupe GT', '69729.34');
insert into car (id, make, model, price) values (475, 'Ford', 'Escape', '10392.44');
insert into car (id, make, model, price) values (476, 'Dodge', 'Sprinter', '71316.61');
insert into car (id, make, model, price) values (477, 'Chrysler', 'PT Cruiser', '83043.97');
insert into car (id, make, model, price) values (478, 'Porsche', '911', '58896.70');
insert into car (id, make, model, price) values (479, 'BMW', '7 Series', '11390.18');
insert into car (id, make, model, price) values (480, 'Mitsubishi', 'GTO', '39734.10');
insert into car (id, make, model, price) values (481, 'Jeep', 'Wrangler', '20673.10');
insert into car (id, make, model, price) values (482, 'Land Rover', 'Range Rover', '96104.94');
insert into car (id, make, model, price) values (483, 'Mitsubishi', 'Lancer Evolution', '46115.96');
insert into car (id, make, model, price) values (484, 'Cadillac', 'Fleetwood', '37410.42');
insert into car (id, make, model, price) values (485, 'Pontiac', '6000', '53657.69');
insert into car (id, make, model, price) values (486, 'Mazda', 'Mazdaspeed6', '27163.92');
insert into car (id, make, model, price) values (487, 'Chevrolet', 'Colorado', '40090.90');
insert into car (id, make, model, price) values (488, 'Chevrolet', 'Vega', '76303.62');
insert into car (id, make, model, price) values (489, 'Lexus', 'ES', '38070.71');
insert into car (id, make, model, price) values (490, 'Ford', 'Escort', '85610.83');
insert into car (id, make, model, price) values (491, 'Buick', 'Rainier', '27493.01');
insert into car (id, make, model, price) values (492, 'Hyundai', 'Accent', '80746.95');
insert into car (id, make, model, price) values (493, 'Subaru', 'Forester', '32512.06');
insert into car (id, make, model, price) values (494, 'Honda', 'Prelude', '30288.19');
insert into car (id, make, model, price) values (495, 'Mitsubishi', 'Outlander', '71036.34');
insert into car (id, make, model, price) values (496, 'Chevrolet', 'Equinox', '39518.33');
insert into car (id, make, model, price) values (497, 'Pontiac', 'Torrent', '73740.09');
insert into car (id, make, model, price) values (498, 'Studebaker', 'Avanti', '63421.51');
insert into car (id, make, model, price) values (499, 'Mercedes-Benz', 'S-Class', '83628.54');
insert into car (id, make, model, price) values (500, 'Chrysler', 'Town & Country', '48566.07');
insert into car (id, make, model, price) values (501, 'Mitsubishi', 'Montero', '39010.30');
insert into car (id, make, model, price) values (502, 'Hyundai', 'Accent', '55086.44');
insert into car (id, make, model, price) values (503, 'Dodge', 'Neon', '96073.41');
insert into car (id, make, model, price) values (504, 'Acura', 'RL', '90944.11');
insert into car (id, make, model, price) values (505, 'GMC', 'Yukon XL 2500', '44684.15');
insert into car (id, make, model, price) values (506, 'Ford', 'GT500', '46730.85');
insert into car (id, make, model, price) values (507, 'Volvo', 'C70', '23251.98');
insert into car (id, make, model, price) values (508, 'Chevrolet', 'Monte Carlo', '22598.48');
insert into car (id, make, model, price) values (509, 'Audi', 'S6', '53926.27');
insert into car (id, make, model, price) values (510, 'GMC', 'Suburban 1500', '76587.21');
insert into car (id, make, model, price) values (511, 'Ford', 'Taurus', '62862.58');
insert into car (id, make, model, price) values (512, 'Maybach', '57', '80704.65');
insert into car (id, make, model, price) values (513, 'Ford', 'Mustang', '63071.55');
insert into car (id, make, model, price) values (514, 'Buick', 'Regal', '64563.27');
insert into car (id, make, model, price) values (515, 'GMC', 'Yukon XL 1500', '28619.76');
insert into car (id, make, model, price) values (516, 'GMC', '3500 Club Coupe', '57478.18');
insert into car (id, make, model, price) values (517, 'Chevrolet', 'Camaro', '71325.36');
insert into car (id, make, model, price) values (518, 'Buick', 'Century', '15735.17');
insert into car (id, make, model, price) values (519, 'Acura', 'TL', '42469.97');
insert into car (id, make, model, price) values (520, 'BMW', 'X5 M', '65803.80');
insert into car (id, make, model, price) values (521, 'Toyota', 'Yaris', '72107.15');
insert into car (id, make, model, price) values (522, 'GMC', 'Rally Wagon G2500', '74088.53');
insert into car (id, make, model, price) values (523, 'Volkswagen', 'GLI', '65405.39');
insert into car (id, make, model, price) values (524, 'Pontiac', 'LeMans', '62669.20');
insert into car (id, make, model, price) values (525, 'Lexus', 'GS', '80944.95');
insert into car (id, make, model, price) values (526, 'Toyota', 'Solara', '67006.19');
insert into car (id, make, model, price) values (527, 'Chevrolet', 'Sportvan G30', '75275.97');
insert into car (id, make, model, price) values (528, 'Toyota', 'Land Cruiser', '34489.41');
insert into car (id, make, model, price) values (529, 'Ford', 'E-Series', '73466.50');
insert into car (id, make, model, price) values (530, 'Ford', 'Mustang', '41172.99');
insert into car (id, make, model, price) values (531, 'Ford', 'Ranger', '44364.34');
insert into car (id, make, model, price) values (532, 'Mitsubishi', 'Mighty Max', '32908.48');
insert into car (id, make, model, price) values (533, 'Infiniti', 'G37', '84919.43');
insert into car (id, make, model, price) values (534, 'BMW', 'M3', '87086.76');
insert into car (id, make, model, price) values (535, 'Lexus', 'LS', '65348.40');
insert into car (id, make, model, price) values (536, 'Isuzu', 'Trooper', '87911.96');
insert into car (id, make, model, price) values (537, 'Chevrolet', '1500', '91416.30');
insert into car (id, make, model, price) values (538, 'Honda', 'Prelude', '21497.64');
insert into car (id, make, model, price) values (539, 'Cadillac', 'DeVille', '65538.23');
insert into car (id, make, model, price) values (540, 'Ram', 'Dakota', '44328.90');
insert into car (id, make, model, price) values (541, 'Kia', 'Mohave/Borrego', '10894.30');
insert into car (id, make, model, price) values (542, 'Subaru', 'Outback', '65106.92');
insert into car (id, make, model, price) values (543, 'Mazda', 'Familia', '11705.51');
insert into car (id, make, model, price) values (544, 'Mitsubishi', 'Eclipse', '51073.00');
insert into car (id, make, model, price) values (545, 'Isuzu', 'i-370', '65941.49');
insert into car (id, make, model, price) values (546, 'Dodge', 'Neon', '11414.11');
insert into car (id, make, model, price) values (547, 'Porsche', 'Cayman', '14832.28');
insert into car (id, make, model, price) values (548, 'Lincoln', 'Town Car', '37867.44');
insert into car (id, make, model, price) values (549, 'Subaru', 'Legacy', '39252.84');
insert into car (id, make, model, price) values (550, 'Buick', 'LeSabre', '25404.93');
insert into car (id, make, model, price) values (551, 'Hyundai', 'Accent', '21964.26');
insert into car (id, make, model, price) values (552, 'Chevrolet', 'Tracker', '57890.72');
insert into car (id, make, model, price) values (553, 'Oldsmobile', 'Bravada', '52923.63');
insert into car (id, make, model, price) values (554, 'Toyota', 'T100 Xtra', '25208.19');
insert into car (id, make, model, price) values (555, 'Lincoln', 'Continental', '57079.81');
insert into car (id, make, model, price) values (556, 'Pontiac', '6000', '21491.85');
insert into car (id, make, model, price) values (557, 'Pontiac', 'Firebird', '12073.71');
insert into car (id, make, model, price) values (558, 'GMC', 'Sonoma Club', '58837.23');
insert into car (id, make, model, price) values (559, 'Pontiac', 'Bonneville', '48719.40');
insert into car (id, make, model, price) values (560, 'Jaguar', 'XK Series', '45297.56');
insert into car (id, make, model, price) values (561, 'Chevrolet', 'Express 1500', '86284.63');
insert into car (id, make, model, price) values (562, 'Saturn', 'Sky', '88393.85');
insert into car (id, make, model, price) values (563, 'Mercedes-Benz', 'SL-Class', '17070.22');
insert into car (id, make, model, price) values (564, 'Mazda', 'RX-7', '70866.40');
insert into car (id, make, model, price) values (565, 'Honda', 'Civic', '67928.05');
insert into car (id, make, model, price) values (566, 'Chevrolet', 'Blazer', '80732.80');
insert into car (id, make, model, price) values (567, 'Audi', 'Q7', '16871.09');
insert into car (id, make, model, price) values (568, 'Mercury', 'Grand Marquis', '28029.31');
insert into car (id, make, model, price) values (569, 'Maserati', 'Coupe', '94146.22');
insert into car (id, make, model, price) values (570, 'Ford', 'Explorer', '37606.61');
insert into car (id, make, model, price) values (571, 'Oldsmobile', 'Alero', '19372.55');
insert into car (id, make, model, price) values (572, 'Dodge', 'Ram 1500 Club', '66869.86');
insert into car (id, make, model, price) values (573, 'Toyota', 'Avalon', '47183.91');
insert into car (id, make, model, price) values (574, 'Toyota', 'Celica', '17796.28');
insert into car (id, make, model, price) values (575, 'Ford', 'Freestar', '21154.88');
insert into car (id, make, model, price) values (576, 'Chevrolet', 'Metro', '86180.25');
insert into car (id, make, model, price) values (577, 'Lincoln', 'Navigator', '72847.82');
insert into car (id, make, model, price) values (578, 'Saturn', 'Aura', '24785.03');
insert into car (id, make, model, price) values (579, 'Porsche', 'Cayenne', '96940.28');
insert into car (id, make, model, price) values (580, 'Mercedes-Benz', 'E-Class', '54024.22');
insert into car (id, make, model, price) values (581, 'Dodge', 'D350 Club', '59422.66');
insert into car (id, make, model, price) values (582, 'Nissan', '200SX', '28536.02');
insert into car (id, make, model, price) values (583, 'Toyota', 'Avalon', '70772.42');
insert into car (id, make, model, price) values (584, 'Dodge', 'Intrepid', '26525.27');
insert into car (id, make, model, price) values (585, 'Mercedes-Benz', 'Sprinter', '67544.32');
insert into car (id, make, model, price) values (586, 'Hummer', 'H1', '73138.26');
insert into car (id, make, model, price) values (587, 'Chevrolet', 'Tahoe', '87788.22');
insert into car (id, make, model, price) values (588, 'Honda', 'Passport', '72863.15');
insert into car (id, make, model, price) values (589, 'GMC', 'Savana 1500', '72074.33');
insert into car (id, make, model, price) values (590, 'Hyundai', 'Entourage', '59100.27');
insert into car (id, make, model, price) values (591, 'Kia', 'Spectra', '93185.77');
insert into car (id, make, model, price) values (592, 'Audi', 'RS4', '35648.78');
insert into car (id, make, model, price) values (593, 'Pontiac', 'Bonneville', '43851.42');
insert into car (id, make, model, price) values (594, 'Toyota', 'Avalon', '43460.33');
insert into car (id, make, model, price) values (595, 'Suzuki', 'Daewoo Magnus', '51196.91');
insert into car (id, make, model, price) values (596, 'Lexus', 'LS', '19309.85');
insert into car (id, make, model, price) values (597, 'Honda', 'Fit', '58263.73');
insert into car (id, make, model, price) values (598, 'Toyota', 'RAV4', '55035.62');
insert into car (id, make, model, price) values (599, 'Buick', 'Skyhawk', '60115.87');
insert into car (id, make, model, price) values (600, 'Jaguar', 'XJ', '52701.16');
insert into car (id, make, model, price) values (601, 'Lamborghini', 'Diablo', '87327.22');
insert into car (id, make, model, price) values (602, 'Aston Martin', 'V12 Vantage', '12432.89');
insert into car (id, make, model, price) values (603, 'Oldsmobile', 'Cutlass Cruiser', '48262.35');
insert into car (id, make, model, price) values (604, 'Pontiac', 'Aztek', '39165.57');
insert into car (id, make, model, price) values (605, 'Dodge', 'Dakota', '82660.76');
insert into car (id, make, model, price) values (606, 'Mercury', 'Grand Marquis', '96575.71');
insert into car (id, make, model, price) values (607, 'Chevrolet', 'Corvette', '64262.90');
insert into car (id, make, model, price) values (608, 'Dodge', 'Intrepid', '85807.03');
insert into car (id, make, model, price) values (609, 'Ford', 'Taurus', '86633.64');
insert into car (id, make, model, price) values (610, 'Ford', 'Bronco', '60945.20');
insert into car (id, make, model, price) values (611, 'Ford', 'Escape', '70794.79');
insert into car (id, make, model, price) values (612, 'Saab', '9-5', '90201.70');
insert into car (id, make, model, price) values (613, 'Chrysler', 'Pacifica', '85906.58');
insert into car (id, make, model, price) values (614, 'Chevrolet', 'Silverado 1500', '53052.86');
insert into car (id, make, model, price) values (615, 'Mitsubishi', 'Mighty Max Macro', '85568.32');
insert into car (id, make, model, price) values (616, 'Nissan', 'Maxima', '35924.39');
insert into car (id, make, model, price) values (617, 'Mercedes-Benz', '600SEC', '14944.94');
insert into car (id, make, model, price) values (618, 'Pontiac', 'Firefly', '98339.64');
insert into car (id, make, model, price) values (619, 'Chevrolet', 'S10', '59889.55');
insert into car (id, make, model, price) values (620, 'Ford', 'Escort', '30714.84');
insert into car (id, make, model, price) values (621, 'Cadillac', 'DTS', '75673.31');
insert into car (id, make, model, price) values (622, 'Audi', '100', '49223.33');
insert into car (id, make, model, price) values (623, 'Mitsubishi', 'Lancer', '78136.04');
insert into car (id, make, model, price) values (624, 'Ford', 'F150', '85412.46');
insert into car (id, make, model, price) values (625, 'Subaru', 'Brat', '73520.75');
insert into car (id, make, model, price) values (626, 'BMW', 'X6 M', '53305.60');
insert into car (id, make, model, price) values (627, 'Mercury', 'Grand Marquis', '67921.31');
insert into car (id, make, model, price) values (628, 'Daihatsu', 'Rocky', '15783.07');
insert into car (id, make, model, price) values (629, 'Suzuki', 'Esteem', '14901.21');
insert into car (id, make, model, price) values (630, 'Dodge', 'Ram Van B250', '38077.27');
insert into car (id, make, model, price) values (631, 'Mazda', 'Navajo', '88099.13');
insert into car (id, make, model, price) values (632, 'Saab', '900', '16306.43');
insert into car (id, make, model, price) values (633, 'Ford', 'F-Series', '56735.80');
insert into car (id, make, model, price) values (634, 'Honda', 'del Sol', '22656.96');
insert into car (id, make, model, price) values (635, 'Chevrolet', 'Tahoe', '46643.81');
insert into car (id, make, model, price) values (636, 'Geo', 'Metro', '94118.06');
insert into car (id, make, model, price) values (637, 'Chevrolet', 'Cobalt', '48102.35');
insert into car (id, make, model, price) values (638, 'Ford', 'Aerostar', '49990.28');
insert into car (id, make, model, price) values (639, 'Ford', 'Fusion', '45685.63');
insert into car (id, make, model, price) values (640, 'Ford', 'F-Series Super Duty', '45568.23');
insert into car (id, make, model, price) values (641, 'Ford', 'Mustang', '85119.88');
insert into car (id, make, model, price) values (642, 'Bentley', 'Mulsanne', '22530.07');
insert into car (id, make, model, price) values (643, 'Toyota', 'Land Cruiser', '23551.70');
insert into car (id, make, model, price) values (644, 'Infiniti', 'QX', '39359.88');
insert into car (id, make, model, price) values (645, 'Mitsubishi', 'Galant', '82346.89');
insert into car (id, make, model, price) values (646, 'Pontiac', 'Grand Am', '34749.68');
insert into car (id, make, model, price) values (647, 'Lotus', 'Esprit', '11703.97');
insert into car (id, make, model, price) values (648, 'Land Rover', 'Range Rover', '24485.72');
insert into car (id, make, model, price) values (649, 'Oldsmobile', '88', '54307.07');
insert into car (id, make, model, price) values (650, 'Chevrolet', 'Silverado 3500', '63515.91');
insert into car (id, make, model, price) values (651, 'Lincoln', 'LS', '60911.87');
insert into car (id, make, model, price) values (652, 'Honda', 'CR-Z', '68227.29');
insert into car (id, make, model, price) values (653, 'Kia', 'Sportage', '20148.09');
insert into car (id, make, model, price) values (654, 'Ford', 'Thunderbird', '40960.78');
insert into car (id, make, model, price) values (655, 'Toyota', 'Solara', '14606.33');
insert into car (id, make, model, price) values (656, 'Dodge', 'Ram Van 1500', '48912.12');
insert into car (id, make, model, price) values (657, 'Mercury', 'Grand Marquis', '53264.60');
insert into car (id, make, model, price) values (658, 'Mitsubishi', 'Diamante', '47991.52');
insert into car (id, make, model, price) values (659, 'Land Rover', 'Discovery', '66476.48');
insert into car (id, make, model, price) values (660, 'Toyota', 'Prius', '15709.48');
insert into car (id, make, model, price) values (661, 'Ford', 'Expedition', '65324.50');
insert into car (id, make, model, price) values (662, 'Infiniti', 'I', '33046.63');
insert into car (id, make, model, price) values (663, 'Mercedes-Benz', 'R-Class', '46691.99');
insert into car (id, make, model, price) values (664, 'Nissan', 'Titan', '24852.54');
insert into car (id, make, model, price) values (665, 'Cadillac', 'XLR', '10390.97');
insert into car (id, make, model, price) values (666, 'Ford', 'Econoline E250', '17478.46');
insert into car (id, make, model, price) values (667, 'Dodge', 'Ram 2500', '34227.90');
insert into car (id, make, model, price) values (668, 'Mazda', 'Protege', '88963.85');
insert into car (id, make, model, price) values (669, 'Porsche', 'Panamera', '97240.65');
insert into car (id, make, model, price) values (670, 'Ford', 'Probe', '20620.69');
insert into car (id, make, model, price) values (671, 'Hyundai', 'Scoupe', '11135.54');
insert into car (id, make, model, price) values (672, 'Mercury', 'Milan', '90585.38');
insert into car (id, make, model, price) values (673, 'Ford', 'Fiesta', '23908.76');
insert into car (id, make, model, price) values (674, 'GMC', 'Suburban 1500', '86409.70');
insert into car (id, make, model, price) values (675, 'Mazda', 'MPV', '25713.82');
insert into car (id, make, model, price) values (676, 'Dodge', 'Caravan', '34439.06');
insert into car (id, make, model, price) values (677, 'Buick', 'LaCrosse', '21629.31');
insert into car (id, make, model, price) values (678, 'Mercedes-Benz', 'G-Class', '13992.03');
insert into car (id, make, model, price) values (679, 'Honda', 'Insight', '12276.57');
insert into car (id, make, model, price) values (680, 'GMC', '2500', '98445.46');
insert into car (id, make, model, price) values (681, 'Infiniti', 'J', '19610.92');
insert into car (id, make, model, price) values (682, 'Cadillac', 'Escalade EXT', '64397.02');
insert into car (id, make, model, price) values (683, 'Ford', 'Crown Victoria', '39944.91');
insert into car (id, make, model, price) values (684, 'Pontiac', 'Grand Am', '33974.37');
insert into car (id, make, model, price) values (685, 'Pontiac', 'Sunbird', '54584.74');
insert into car (id, make, model, price) values (686, 'Toyota', 'Paseo', '83428.60');
insert into car (id, make, model, price) values (687, 'Ford', 'E-Series', '28605.24');
insert into car (id, make, model, price) values (688, 'Jeep', 'Grand Cherokee', '19829.42');
insert into car (id, make, model, price) values (689, 'Jaguar', 'X-Type', '68741.46');
insert into car (id, make, model, price) values (690, 'Mercedes-Benz', 'S-Class', '13816.04');
insert into car (id, make, model, price) values (691, 'Kia', 'Forte', '17804.80');
insert into car (id, make, model, price) values (692, 'Volvo', 'S70', '21462.95');
insert into car (id, make, model, price) values (693, 'Audi', 'R8', '55541.12');
insert into car (id, make, model, price) values (694, 'Nissan', 'Pathfinder', '80915.97');
insert into car (id, make, model, price) values (695, 'Mercedes-Benz', 'C-Class', '40634.75');
insert into car (id, make, model, price) values (696, 'BMW', 'Z4 M', '96091.72');
insert into car (id, make, model, price) values (697, 'Honda', 'Element', '86308.90');
insert into car (id, make, model, price) values (698, 'Hummer', 'H2', '46744.95');
insert into car (id, make, model, price) values (699, 'Audi', 'Coupe Quattro', '42862.15');
insert into car (id, make, model, price) values (700, 'Mazda', 'Protege', '89228.86');
insert into car (id, make, model, price) values (701, 'Maserati', 'Spyder', '70813.87');
insert into car (id, make, model, price) values (702, 'Rolls-Royce', 'Phantom', '16210.21');
insert into car (id, make, model, price) values (703, 'Chevrolet', 'Cavalier', '10445.92');
insert into car (id, make, model, price) values (704, 'GMC', 'Safari', '38106.27');
insert into car (id, make, model, price) values (705, 'Toyota', 'Avalon', '73965.92');
insert into car (id, make, model, price) values (706, 'Audi', 'S6', '25985.17');
insert into car (id, make, model, price) values (707, 'Mitsubishi', 'Eclipse', '84076.51');
insert into car (id, make, model, price) values (708, 'GMC', 'Sierra 2500', '18648.89');
insert into car (id, make, model, price) values (709, 'Chevrolet', 'HHR', '89898.23');
insert into car (id, make, model, price) values (710, 'Volvo', 'S60', '20212.59');
insert into car (id, make, model, price) values (711, 'Saturn', 'VUE', '55700.10');
insert into car (id, make, model, price) values (712, 'Dodge', 'Dakota Club', '32159.29');
insert into car (id, make, model, price) values (713, 'Chrysler', '300', '66449.78');
insert into car (id, make, model, price) values (714, 'Ford', 'ZX2', '39783.41');
insert into car (id, make, model, price) values (715, 'Infiniti', 'Q', '20377.28');
insert into car (id, make, model, price) values (716, 'Toyota', 'Sienna', '67356.47');
insert into car (id, make, model, price) values (717, 'Ford', 'E-Series', '60903.68');
insert into car (id, make, model, price) values (718, 'Volkswagen', 'Rabbit', '36360.57');
insert into car (id, make, model, price) values (719, 'Ford', 'Ranger', '61280.97');
insert into car (id, make, model, price) values (720, 'Chevrolet', 'Cavalier', '39183.74');
insert into car (id, make, model, price) values (721, 'Buick', 'Skylark', '63407.83');
insert into car (id, make, model, price) values (722, 'Volkswagen', 'Eos', '11858.51');
insert into car (id, make, model, price) values (723, 'Infiniti', 'G37', '33319.41');
insert into car (id, make, model, price) values (724, 'Lexus', 'SC', '91598.71');
insert into car (id, make, model, price) values (725, 'Infiniti', 'QX', '23324.10');
